osmid,x,y,demand,start,end,service_dura,company
274614,-0.1702059,51.5220197,1,15,16,0.08333333333333333,DPD
25316992,-0.2030948,51.4721876,1,15,16,0.08333333333333333,DPD
185721007,-0.2358769,51.4973047,1,16,17,0.08333333333333333,Amazon
447110866,-0.1500897,51.4870521,1,13,14,0.08333333333333333,DHL
25378086,-0.1303211,51.496861,1,14,15,0.08333333333333333,Royal Mail
26389725,-0.1626069,51.4978312,1,15,16,0.08333333333333333,Royal Mail
25315359,-0.2018106,51.4706339,1,16,17,0.08333333333333333,DPD
33206587,-0.2056061,51.4912899,1,12,13,0.08333333333333333,DHL
27510923,-0.1672717,51.4893624,1,17,18,0.08333333333333333,DPD
185736000,-0.2442124,51.5088458,1,14,15,0.08333333333333333,Royal Mail
32584485,-0.1953065,51.4925098,1,10,11,0.08333333333333333,DHL
27122584,-0.1950514,51.4777779,1,15,16,0.08333333333333333,Royal Mail
1626597998,-0.2041258,51.5310103,1,13,14,0.08333333333333333,DHL
56472509,-0.154627,51.5373297,1,17,18,0.08333333333333333,DHL
387940757,-0.1708971,51.4991226,1,16,17,0.08333333333333333,DPD
1667203491,-0.1488103,51.5163564,1,15,16,0.08333333333333333,Amazon
293567,-0.2030939,51.4782908,1,12,13,0.08333333333333333,Amazon
26607505,-0.1546325,51.49466,1,15,16,0.08333333333333333,DHL
3380603500,-0.1642769,51.5272847,1,9,10,0.08333333333333333,DHL
18126585,-0.2342975,51.4928327,1,17,18,0.08333333333333333,Amazon
1685938656,-0.1432704,51.5213091,1,17,18,0.08333333333333333,DPD
25257319,-0.1433249,51.5082276,1,17,18,0.08333333333333333,Amazon
20961242,-0.2078385,51.4864416,1,12,13,0.08333333333333333,Amazon
70985689,-0.2502374,51.5175652,1,14,15,0.08333333333333333,Amazon
3022991016,-0.1907373,51.4870473,1,16,17,0.08333333333333333,Royal Mail
185720448,-0.23712,51.4983748,1,14,15,0.08333333333333333,Royal Mail
254760788,-0.2110176,51.5219146,1,13,14,0.08333333333333333,Amazon
6837522319,-0.1779707,51.5208037,1,16,17,0.08333333333333333,Royal Mail
3876659108,-0.2150292,51.5259213,1,9,10,0.08333333333333333,DHL
1674024339,-0.1827475,51.5224761,1,11,12,0.08333333333333333,DHL
1782020321,-0.1262113,51.5031667,1,17,18,0.08333333333333333,DHL
21672593,-0.2306498,51.5031772,1,11,12,0.08333333333333333,Amazon
4210749301,-0.1909582,51.4696957,1,14,15,0.08333333333333333,DPD
20961176,-0.2115982,51.4793046,1,10,11,0.08333333333333333,Royal Mail
831776412,-0.1898184,51.516914,1,13,14,0.08333333333333333,Royal Mail
185718814,-0.2375549,51.5026124,1,17,18,0.08333333333333333,Amazon
25378036,-0.1285031,51.4969347,1,11,12,0.08333333333333333,Royal Mail
15262012,-0.1701829,51.5165732,1,9,10,0.08333333333333333,DPD
108339800,-0.2007167,51.5041623,1,15,16,0.08333333333333333,Royal Mail
3683601813,-0.2100404,51.5001123,1,9,10,0.08333333333333333,DHL
26652926,-0.1489397,51.4950662,1,9,10,0.08333333333333333,Amazon
108062,-0.1358688,51.5159337,1,10,11,0.08333333333333333,DPD
