osmid,x,y,demand,start,end,service_dura,company
25276667,-0.1323339,51.4936869,1,13,14,0.08333333333333333,Royal Mail
27091374,-0.1839207,51.4868226,1,12,13,0.08333333333333333,Amazon
140622298,-0.2273894,51.4943996,1,14,15,0.08333333333333333,DPD
70965825,-0.2156021,51.4996972,1,15,16,0.08333333333333333,DPD
108333,-0.1343356,51.495003,1,12,13,0.08333333333333333,DPD
1767962872,-0.2468908,51.5013712,1,12,13,0.08333333333333333,Amazon
185713171,-0.2345708,51.5038698,1,17,18,0.08333333333333333,Amazon
18126585,-0.2342975,51.4928327,1,14,15,0.08333333333333333,Royal Mail
18129890,-0.2496397,51.5157664,1,15,16,0.08333333333333333,DHL
778191786,-0.2017068,51.5238833,1,12,13,0.08333333333333333,Amazon
33206349,-0.2072945,51.4918935,1,15,16,0.08333333333333333,Royal Mail
295480056,-0.1668909,51.5261275,1,15,16,0.08333333333333333,DPD
21430150,-0.1837404,51.5213694,1,12,13,0.08333333333333333,Royal Mail
8044496915,-0.1393965,51.5046304,1,15,16,0.08333333333333333,DHL
20961131,-0.2108606,51.4864931,1,12,13,0.08333333333333333,Royal Mail
37875599,-0.1630801,51.4848366,1,16,17,0.08333333333333333,Amazon
