osmid,x,y,demand,start,end,service_dura,company
107786,-0.1282732,51.5101873,1,13,14,0.08333333333333333,Amazon
3379289762,-0.1558767,51.4998065,1,10,11,0.08333333333333333,DHL
21662522,-0.2298452,51.4974954,1,16,17,0.08333333333333333,Amazon
21662029,-0.2277426,51.5021948,1,16,17,0.08333333333333333,Royal Mail
1943470348,-0.1428966,51.5067252,1,15,16,0.08333333333333333,DPD
298919886,-0.1676296,51.5214529,1,9,10,0.08333333333333333,DHL
677523034,-0.1449709,51.4924122,1,17,18,0.08333333333333333,DHL
25276667,-0.1323339,51.4936869,1,15,16,0.08333333333333333,Amazon
25257273,-0.1478722,51.5096894,1,15,16,0.08333333333333333,Royal Mail
107715,-0.1210904,51.5105733,1,16,17,0.08333333333333333,DPD
107716,-0.1197175,51.5110773,1,14,15,0.08333333333333333,DHL
33203831,-0.2111354,51.4918384,1,17,18,0.08333333333333333,DHL
108351,-0.1417958,51.4937686,1,11,12,0.08333333333333333,DPD
33207928,-0.2103732,51.4942914,1,15,16,0.08333333333333333,DHL
13794403,-0.1927124,51.4699363,1,10,11,0.08333333333333333,DHL
31200012,-0.1674749,51.4934664,1,14,15,0.08333333333333333,Amazon
20973278,-0.2055716,51.4680689,1,15,16,0.08333333333333333,DPD
21662523,-0.228295,51.4977059,1,16,17,0.08333333333333333,DPD
7707253600,-0.1611357,51.5256372,1,16,17,0.08333333333333333,DHL
1697599369,-0.2343886,51.5320249,1,9,10,0.08333333333333333,DPD
771734997,-0.1610247,51.5358772,1,15,16,0.08333333333333333,Amazon
1691113357,-0.2063768,51.5221323,1,15,16,0.08333333333333333,Amazon
27510559,-0.1814082,51.4789295,1,14,15,0.08333333333333333,Amazon
506861598,-0.1850572,51.4965631,1,14,15,0.08333333333333333,Royal Mail
185721007,-0.2358769,51.4973047,1,12,13,0.08333333333333333,Royal Mail
34578762,-0.1746322,51.523957,1,10,11,0.08333333333333333,Amazon
275857535,-0.2332971,51.5088964,1,12,13,0.08333333333333333,Amazon
25318339,-0.2035513,51.4767366,1,14,15,0.08333333333333333,Royal Mail
108275,-0.1400988,51.5020419,1,16,17,0.08333333333333333,Amazon
